Title,Description,Language,Badges,Stars
idaidle,A plugin for the commercial IDA Pro disassembler that warns users if they leave their instance idling for too long.,CMake,"c-plus-plus,ida-pro,ida-plugin",26
play-licensing,Google Play licensing service client library,Java,,89
forklift,"Forklift is an IndexedDB-specific macrobenchmark that lets us measure progress, guide future optimizations, and detect and respond to stability and performance regressions in IndexedDB implementations.",JavaScript,,8
GSCXScanner,iOS Accessibility Scanner,Objective-C,,119
ukey2,,Java,,36
font-go,,Go,,49
microscopeimagequality,,Python,,76
tensorflow-recorder,TFRecorder makes it easy to create TensorFlow records (TFRecords) from Pandas DataFrames and CSVs files containing images or structured data.,Python,"tensorflow,image-processing,apache-beam,preprocessing,tfrecords,tensorflow-recorder",167
tfjs-mnist-workshop,E2E TensorFlow workshop from model training using Keras API all the way to visualization using TensorFlow.js,Jupyter Notebook,,5
data-layer-helper,JavaScript library for working with dataLayer message queues.,JavaScript,,385
hctr2,HCTR2 specification and test vectors,C,,13
typedoc-neo-theme,,HTML,,79
hotel-ads-etl-tool,Tool to extract information from Hotel Ads API to BigQuery.,Python,,5
budget-protector,,JavaScript,,1
process_runner,,Dart,,12
transitfeed,"A Python library for reading, validating, and writing transit schedule information in the GTFS format.",Python,,648
gnostic-grpc,A gnostic plugin that converts an OpenAPI API description into a description of a gRPC service that can be used to implement that API using gRPC-JSON Transcoding.,Go,,205
splitbrain,A research system to automate splitting PRs into smaller PRs.,Python,"productivity,developer-tools,research-paper,abstract-syntax-tree",10
licensecheck,The licensecheck package classifies license files and heuristically determines how well they correspond to known open source licenses.,Go,,360
exposure-notifications-private-analytics-ingestion,This repository contains implementation to process private data shares collected according to the Exposure Notification Private Analytics protocol. It assumes private data shares uploaded as done in the Exposure Notification Express template app. These documents contain encrypted packets using the Prio protocol. The pipeline implementation conve…,Java,"exposure-notification,google-cloud-dataflow,firestore,prio",6
jsontoken,Automatically exported from code.google.com/p/jsontoken,Java,,16
infra-structured-map,,Java,,6
martian-java,Configure a Martian Proxy from Java,Java,,10
qrisp,,C++,,9
i18n_sanitycheck,,Java,,12
nel-reporter-java,Network Error Logging (NEL) Java Reporter,Java,,12
compact_enc_det,compact_enc_det - Compact Encoding Detection,C,,158
skia,"Skia is a complete 2D graphic library for drawing Text, Geometries, and Images.",C++,,6802
skia-buildbot,"Build, Test, and Analysis Tools for Skia Infrastructure",Go,,114
minijail,sandboxing and containment tool used in ChromeOS and Android,,"linux,sandboxing,security-tools,minijail",138
binja-hexagon,,Python,,76
analytics-settings-database,,Python,,36
postcss-rename,Replace class names based on a customizable renaming scheme.,TypeScript,"css,postcss,postcss-plugin",75
gtm-currency-rates-sync,A script for setting up an up to date GTM (Google Tag Manager) Lookup Table variable with all the currency rates available in Google Finance data via sheets,JavaScript,"sync,tags,currency,gtm,tag-manager",9
walk,Plan 9 style utilities to replace find(1),C,,60
dv360-bidbyweather,,JavaScript,,7
self-published-geo,,Python,,12
vim-glaive,,Vim Script,,73
iosched-ios,The Google I/O iOS app,Swift,"swift,ios,firebase,conference,firestore",238
pymql,The Metaweb Query Language,Python,,10
asset-check,Check your .well-known/assetlinks.json file on the cli,JavaScript,,21
agency-ads-management-solutions,,JavaScript,,7
compynator,A pure Python implementation of parser combinators with asymptotically best performance and support for context-sensitive or ambiguous grammars.,Python,,67
edf,,Go,,12
hrx,HRX (Human-Readable Archive): a plain text archive format,CSS,,33
mlir-npcomp,npcomp - An aspirational MLIR based numpy compiler,,,47
knowledge-base-gmail-addon,,JavaScript,,3
peg-typed,,Kotlin,,2
closure-compiler-js,Package for the JS version of closure-compiler for use via NPM,JavaScript,,1859
wwwbasic,wwwBASIC is an implementation of BASIC that runs on Node.js and the Web.,JavaScript,,1117
py-ast-utils,,Python,,15
sonic-p4rt,,,,1
repose,,Python,,3
or-models,,Apache-2.0,,1
git-sync-changes,Collaborative editing for git repositories,Shell,,36
airdialogue_model,,Python,,14
iot-environment-sensors,,C++,,11
gvisor-containerd-shim,containerd shim for gVisor,Go,,75
lipsync,,JavaScript,,158
git-tree,"A tool for visualizing the state of a git repository, particularly ongoing work.",Rust,,33
prochlo,,C++,,30
python-gflags,Python implementation of the Google commandline flags module.,Python,,189
rtc-video-quality,Compare (Real-Time) Video Codec Performance,Python,,108
loaner,Automated Chromebook loaner management,Python,,164
google-api-cpp-client,The core C++ SK for using Google APIs,C++,,287
libcxx,libc++; cloned from http://llvm.org/git/libcxx.git,C++,,176
vectorio,Library for Go (golang) to implement writev system call (not an official Google product),Go,,90
open-vcdiff,An encoder/decoder for the VCDIFF (RFC3284) format,C++,,159
openjdk-kerberos,,Java,,2
astc-codec,A software ASTC decoder implementation which supports the ASTC LDR profile,C++,,59
atlassian-addons-audit-sheet,"This tool will synchronize the list of Enabled User-Installed plugins in JIRA, Confluence, and Bitbucket with a Google Sheet for documentation and auditing.",Python,,7
protorpc,,Python,,65
kiwi-solver,Kiwi is a minimalist and extendable Constraint Programming (CP) solver.,Java,"education,optimization,combinatorial-optimization,satisfiability,architecture,solver,propagators",42
cssi-blogasaurus,A sample web app project from the Computer Science Summer Institute.,HTML,,5
gpu-emulation-stress-test,,C++,,64
rust-shell,Helper library for std::process::Command to write shell script like tasks in rust,Rust,,201
git-phabricator-mirror,Mirror source code metadata between git-notes and Phabricator,Go,,26
prometheus-slo-burn-example,"An end to end example of implementing SLOs with prometheus, grafana and Go.",Go,"monitoring,slo,sre",115
bookbot-navigation,,C++,,9
chive-varying-prosody-icml-2019,"This repository contains audio samples that go with the ICML 2019 paper, ""CHiVE: Varying Prosody in Speech Synthesis with a Linguistically Driven Dynamic Hierarchical Conditional Variational Network"", V. Wan, C.-a. Chan, T. Kenter, J. Vit and R. A. J. Clark.",HTML,,6
android-wear-stitch-script,,Python,,32
pik,A new lossy/lossless image format for photos and the internet,C++,,801
lullaby,A collection of C++ libraries designed to help teams develop virtual and augmented reality experiences,C++,"windows,linux,ios,vr,ar,daydream,daydream-controllers",1131
squires,Self-documenting command line interfaces for Python,Python,,13
web-activities,,JavaScript,,47
keyczar,Easy-to-use crypto toolkit,Apache-2.0,,1097
neural-logic-machines,Implementation for the Neural Logic Machines (NLM).,Python,"reinforcement-learning,logic-programming,neuro-symbolic-learning",248
sha1dc-jni,,Java,,3
flatui,Efficient Immediate Mode UI for Games,C++,,609
fplbase,Cross platform low level rendering and I/O library,C++,,193
motive,"A cross-platform, memory efficient, and performant animation system written in C++",C++,,189
expt-analysis,,Python,,5
chromeosnavigationdemo,,Kotlin,,8
github-issue-mover,Making it easy to migrate issues between repos.,Dart,,612
evcxr,,Rust,,3496
hotels-template-library,,C++,,10
yamlfmt,An extensible command line tool or library to format yaml files.,Go,,590
ml-metadata,For recording and retrieving metadata associated with ML developer and data scientist workflows.,C++,,491
gps-measurement-tools,,Java,,579
highwayhash,Fast strong hash functions: SipHash/HighwayHash,C++,,1309
dagger,A fast dependency injector for Android and Java.,Java,,16812
souper,A superoptimizer for LLVM IR,C++,,1822
tsl,,0,,2
guice,"Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 8 and above, brought to you by Google.",Java,,11472
googletest,GoogleTest - Google Testing and Mocking Framework,C++,,27647
mobly-bundled-snippets,Snippets to allow Mobly tests to control Android devices by exposing a simplified Android API.,Java,"android,testing,mobly,snippets",28
across,ACROSS - Attributing Contributor Roles in Open Source Software,HTML,"opensource,research,workshop,metrics,contributors",12
earthengine-api,Python and JavaScript bindings for calling the Earth Engine API.,JavaScript,,2006
tcmalloc,,C++,,3048
nftables,This repository contains a Go module to interact with Linux nftables (the iptables successor).,Go,"linux,nftables,go,golang",797
evojax,,Jupyter Notebook,,549
bumble,,Python,,20
crc32c,CRC32C implementation with support for CPU-specific acceleration instructions,C++,,340
vector_math.dart,A vector math package for 2D and 3D applications,Dart,,254
guava,Google core libraries for Java,Java,"java,guava",45767
glazier,A tool for automating the installation of the Microsoft Windows operating system on various device platforms.,Python,,1145
model-viewer,Easily display interactive 3D models on the web and in AR!,TypeScript,"webcomponents,augmented-reality,three-js,3d,webxr,magic-leap,gltf",4766
ChromeBrowserEnterprise,Google Chrome Browser Cloud Management APIs,C#,,7
go-cmdtest,This package simplifies testing of command-line interfaces.,Go,"cli,golang,test,testing-tools",121
emboss,Emboss is a tool for generating code that reads and writes binary data structures.,Python,,44
glog,C++ implementation of the Google logging module,C++,,5692
speaker-id,"This repository contains audio samples and supplementary materials accompanying publications by the ""Speaker, Voice and Language"" team at Google.",Python,"speaker-recognition,speaker-verification,source-separation,speaker-diarization,speaker-identification",186
rax,Rax is a Learning-to-Rank library written in JAX.,Python,,223
hilbert,"Go package for mapping values to and from space-filling curves, such as Hilbert and Peano curves.",Go,"go,hilbert,peano,space-filling-curves",254
prettytensor,Pretty Tensor: Fluent Networks in TensorFlow,Python,,1248
vmregistry,VM Registry — manage and provision your VMs,Go,"grpc,powerdns,grpc-service,lvm,libvirt-api,picoprod,libvirt",23
git-pull-request-mirror,Mirror pull requests into git-appraise,Go,,78
todo-tracks,Web dashboard for tracking the TODOs in a Git repo,Go,,161
HardwarePrototypingToolkit,,Apache-2.0,,1
gapid-dev-releases,,Apache-2.0,,11
applied-computing-series,,Python,,11
cloudprint_logocert,Google Cloud Print Logo Certification Automation,Python,,24
tflow2,This software is currently maintained at https://github.com/taktv6/tflow2,Go,,38
dart_google_apps,Interop libraries to write Google Apps scripts in the Dart programming language.,Dart,,22
blockly-tools,tools for developing Blockly,Shell,,15
covid19-face-shield,A design for a Face Shield that is intended for medical use to address short-term medical supply shortages as a result of the COVID-19 public health emergency.,Apache-2.0,,8
lvmd,LVMd – the gRPC Wrapper for LVM,Go,"grpc,grpc-service,lvm,lvm2,picoprod",26
chrome-media-audio-papers,Audio samples from research projects done by the Chrome Media Audio group,HTML,,3
git-rebaser,,Python,,11
adcase,,Python,,4
powered-caster-vehicle,,C++,,7
play-instant-unity-plugin,Google Play Instant Plugin for Unity Beta (Archived),C#,"android,unity,instant",138
mundane,"Mundane is a Rust cryptography library backed by BoringSSL that is difficult to misuse, ergonomic, and performant (in that order).",Rust,"rust,cryptography,boringssl",1046
ukip,USB Keystroke Injection Protection,Python,,248
git-appraise-eclipse,Distributed code review for Eclipse,Java,,32
python-fanotify,"Python bindings for Linux's fanotify API (unmaintained, see https://github.com/google/python-fanotify/issues/5)",C,,52
slothfs,,Go,,52
emoticon-composer-font,Composable emoticons,HTML,"emoji,fonts",7
cloud-analytics-ts,,TypeScript,,4
angular_node_bind.dart,Utilities to allow Angular templates to use Node.bind(),Dart,,24
allied-oscillators,,JavaScript,,6
create-framework,,Dart,,4
wayback-machine-button,Chrome extension to reopen the current page in the Wayback Machine,JavaScript,,10
certificate-maker,An experimental tool for turning HTML templates into PDF files.,JavaScript,,118
binexport,Export disassemblies into Protocol Buffers,C++,"c-plus-plus,reverse-engineering,ida-pro,binary-ninja,ida-plugin,binary-ninja-plugin,database",783
winops,Small scripts and libraries for managing Windows in a corporate environment.,Go,,79
protobuf.dart,Runtime library for Dart protobufs,Dart,,417
fresnel,A cross platform solution for remote OS provisioning.,Go,,37
paranoid_crypto,Paranoid's library contains implementations of checks for well known weaknesses on cryptographic artifacts.,Python,"security,cryptography",706
agi-dev-releases,,Shell,,30
uuid,Go package for UUIDs based on RFC 4122 and DCE 1.1: Authentication and Security Services.,Go,"go,uuid",3884
dart_cli_script,,Dart,,15
shaderc,"A collection of tools, libraries, and tests for Vulkan shader compilation.",C++,"compiler,graphics,vulkan,glsl,hlsl,spirv,spirv-cross",1381
summit-ast,Summit-AST translates parsed Apex source code into an abstract syntax tree,Kotlin,,16
chicago-brick,Software that displays content on a multi-node video wall.,JavaScript,"visualization,nodejs,chrome,graphics,video-wall",134
android-auto-companion-ios,,Swift,,7
medical_claims_tools,"Examples, libraries, and tools for working with bulk FHIR data (particularly FHIR BCDA Claims at the moment).",Go,"golang,examples,medical,healthcare,fhir,medicare,fhir-client",23
